,date,source,title,url
188,"May 25, 2018",Investing.com,"Forex- Dollar Steady While Sterling Dips Ahead of Powell, Carney Speech",https://investing.com/news/forex-news/forex-dollar-steady-while-sterling-dips-ahead-of-powell-carney-speech-1462761
189,"May 25, 2018",Investing.com,Forex – Dollar Firmer Despite U.S.-North Korea Tensions,https://investing.com/news/forex-news/forex--dollar-firmer-despite-usnorth-korea-tensions-1462569
190,"May 24, 2018",Investing.com,Forex - Dollar Sees Red as Weak U.S. Data Weighs,https://investing.com/news/forex-news/forex--dollar-sees-red-as-weak-us-data-weighs-1461859
191,"May 24, 2018",Investing.com,"Forex- Dollar Remains Lower On Fed, North Korea News",https://investing.com/news/forex-news/forex-dollar-remains-lower-on-fed-north-korea-news-1461675
192,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
196,"May 24, 2018",Investing.com,Forex- Sterling Surges on Retail Data,https://investing.com/news/forex-news/forex-sterling-surges-on-retail-data-1460814
197,"May 24, 2018",Investing.com,Forex – Dollar Drops Amid Risk Aversion   ,https://investing.com/news/forex-news/forex--dollardrops-amid-risk-aversion---1460639
198,"May 23, 2018",Investing.com,Forex - Dollar Rides Euro Slump to 6-Month High Ahead of Fed Minutes,https://investing.com/news/forex-news/forex--dollar-rides-euro-slump-to-6month-high-ahead-of-fed-minutes-1459856
199,"May 23, 2018",Investing.com,Forex- Dollar Surges Ahead of Fed Minutes,https://investing.com/news/forex-news/forex-dollar-surges-ahead-of-fed-minutes-1459649
200,"May 23, 2018",Investing.com,"Forex- Euro, Pound Fall After Disappointing Data",https://investing.com/news/forex-news/forex-euro-pound-fall-after-disappointing-data-1458769
201,"May 22, 2018",Investing.com,Forex – Dollar Rises Ahead of Fed Minutes,https://investing.com/news/forex-news/forex--dollar-rises-ahead-of-fed-minutes-1458565
202,"May 22, 2018",Investing.com,"Forex - Dollar off Lows as Sterling, Euro Resume Trend Lower",https://investing.com/news/forex-news/forex--dollar-off-lows-as-sterling-euro-resume-trend-lower-1457991
203,"May 22, 2018",Investing.com,Forex- U.S. Dollar Struggles to Stay at Five-Month High,https://investing.com/news/forex-news/forex-us-dollar-struggles-to-stay-at-fivemonth-highs-1457702
204,"May 22, 2018",Investing.com,Forex - Dollar Pulls Back From 5-Month High as BoE Governor Testifies,https://investing.com/news/forex-news/forex--dollar-pulls-back-from-5month-high-as-boe-governor-testifies-1456934
205,"May 21, 2018",Investing.com,Forex - Dollar Retreats as EUR/USD Claws Back Losses,https://investing.com/news/forex-news/forex--dollar-retreats-as-eurusd-claws-back-losses-1456067
206,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
210,"May 21, 2018",Investing.com,Forex- U.S. Dollar Steady as Trade War Pauses,https://investing.com/news/forex-news/forex-us-dollar-steady-as-trade-war-pauses-1455936
211,"May 21, 2018",Reuters,Dollar scales 5-month peak as U.S.-China trade tensions ease,https://investing.com/news/forex-news/dollar-edges-up-versus-yen-as-uschina-trade-war-fears-recede-1455010
212,"May 21, 2018",Investing.com,Forex- U.S. Dollar Rises as Trade War Worry Eases,https://investing.com/news/forex-news/forex-us-dollar-rises-as-trade-war-worry-eases-1455228
213,"May 21, 2018",Investing.com,Forex – Dollar Hits New High On Easing Sino-U.S. Trade Tensions,https://investing.com/news/forex-news/forex--dollar-hits-new-high-on-easing-sinous-trade-tensions-1455056
214,"May 18, 2018",Investing.com,Forex - Dollar Eases From Highs as U.S. Bond Yields Retreat,https://investing.com/news/forex-news/dollar-eases-from-highs-as-us-bond-yields-retreat-1453949
215,"May 18, 2018",Investing.com,Forex- U.S. Dollar Rallies To Five-Month High,https://investing.com/news/forex-news/forex-us-dollar-rallies-to-fivemonth-highs-1453763
216,"May 18, 2018",Investing.com,Top 5 Things to Know in the Market on Friday,https://investing.com/news/economy-news/top-5-things-to-know-in-the-market-on-friday-1453204
217,"May 18, 2018",Investing.com,Forex- U.S. Dollar Struggles For Direction ,https://investing.com/news/forex-news/forex-us-dollar-struggles-for-direction-1453169
218,"May 17, 2018",Investing.com,"Forex - Supported By Yields, Dollar Hovers Near Five-month Highs ",https://investing.com/news/forex-news/dollar-hovers-near-fivemonth-highs-by-yields-1452936
219,"May 17, 2018",Investing.com,Forex - Dollar Retreats From High as U.S. Bond Yields Ease,https://investing.com/news/forex-news/forex--dollar-retreats-from-high-as-us-bond-yields-ease-1452320
220,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
224,"May 17, 2018",Investing.com,Forex - Dollar Hovering Near 5-Month Highs as Treasury Yields Support,https://investing.com/news/forex-news/forex--dollar-hovering-near-5month-highs-as-treasury-yields-support-1451675
225,"May 17, 2018",Investing.com,"Forex - Dollar Firm near 5-Month Highs, Euro Below $1.18",https://investing.com/news/forex-news/forex--dollar-firm-near-5month-highs-euro-below-118-1451246
226,"May 16, 2018",Investing.com,Forex – Dollar Drops; Aussie Rallies On Strong Job Data,https://investing.com/news/forex-news/forex--dollar-drops-aussie-rallies-on-strong-job-data-1451086
227,"May 16, 2018",Investing.com,Forex - Dollar Eases From Five-Month Highs as EUR/USD Moves Off Lows,https://investing.com/news/forex-news/forex--dollar-eases-from-fivemonth-highs-as-eurusd-moves-off-lows-1450395
228,"May 16, 2018",Investing.com,"Forex - Dollar Hits Almost 6-Month Highs, Euro Falls Below $1.18",https://investing.com/news/forex-news/forex--dollar-hits-almost-6month-highs-euro-falls-below-118-1449469
229,"May 16, 2018",Investing.com,"Forex - Dollar Eases, Remains Close to 5-Month Highs",https://investing.com/news/forex-news/forex--dollar-eases-remains-close-to-5month-highs-1449312
230,"May 15, 2018",Investing.com,Forex - Dollar Hits 5-Month High As Yields Up Above 3%,https://investing.com/news/forex-news/forex--dollar-hits-5month-high-as-yields-up-above-3-percent-1449148
231,"May 15, 2018",Investing.com,Forex - Dollar Rides Surging Bond Yields to Fresh Highs,https://investing.com/news/forex-news/forex--dollar-rides-surging-bond-yields-to-fresh-highs-1448382
232,"May 15, 2018",Investing.com,Forex - Dollar Surges Higher after U.S. Retail Data,https://investing.com/news/forex-news/forex--dollar-surges-higher-after-us-retail-data-1447780
233,"May 15, 2018",Investing.com,"Forex - Dollar Inches Up, Buoyed by Higher U.S. Bond Yields",https://investing.com/news/forex-news/forex--dollar-inches-up-buoyed-by-higher-us-bond-yields-1447076
234,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
238,"May 14, 2018",Investing.com,Forex – Dollar Drops; Aussie Firmer On China Data  ,https://investing.com/news/forex-news/forex--dollar-drops-aussie-firmer-on-china-data-1446908
239,"May 14, 2018",Investing.com,Forex - Dollar Woes Continue Despite Traders Slashing Bearish Bets,https://investing.com/news/forex-news/forex--dollar-woes-continue-despite-traders-slashing-bearish-bets-1446149
240,"May 14, 2018",Investing.com,Forex - Weaker Dollar Hits Day’s Lows as Euro Extends Gains,https://investing.com/news/forex-news/forex--weaker-dollar-hits-days-lows-as-euro-extends-gains-1445410
241,"May 14, 2018",Investing.com,"Forex - Dollar Slides Lower, Euro Regains Ground",https://investing.com/news/forex-news/forex--dollar-slides-lower-euro-regains-ground-1445058
242,"May 13, 2018",Investing.com,Forex - Dollar Drops Amid Sagging U.S. Yields,https://investing.com/news/forex-news/forex--dollar-drops-amid-sagging-us-yields-1444899
243,"May 13, 2018",Investing.com,Forex - Weekly Outlook: May 14 - 18,https://investing.com/news/forex-news/forex--weekly-outlook-may-14--18-1444565
244,"May 11, 2018",Investing.com,Forex - Dollar On-Track to Snap 4-Week Winning Streak as EUR/USD Gains,https://investing.com/news/forex-news/forex--dollar-ontrack-to-snap-4week-winning-streak-as-eurusd-gains-1443619
245,"May 10, 2018",Investing.com,Forex – Dollar Little Changed After Soft Inflation Data,https://investing.com/news/forex-news/forex--dollar-retreats-from-new-high-amid-slowdown-in-inflation-1442528
246,"May 10, 2018",Investing.com,Forex - USD/CAD Slump Continues to Keep Dollar Down,https://investing.com/news/forex-news/forex--usdcad-slump-continues-to-keep-dollar-down-1441560
247,"May 10, 2018",Investing.com,Forex - Dollar Extends Losses after Tame U.S. Inflation Data,https://investing.com/news/forex-news/forex--dollar-extends-losses-after-tame-us-inflation-data-1441037
248,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
252,"May 10, 2018",Investing.com,"Forex - Dollar Slides to Day’s Low’s, Sterling Eyes BoE Decision",https://investing.com/news/forex-news/forex--dollar-slides-to-days-lows-sterling-eyes-boe-decision-1440574
253,"May 10, 2018",Investing.com,"Forex - Dollar Eases, Remains Close to 4-1/2 Month Highs",https://investing.com/news/forex-news/forex--dollar-eases-remains-close-to-412-month-highs-1440353
254,"May 10, 2018",Investing.com,Forex - Dollar Steadies At 4-Month High; Treasury Yield Tops 3%,https://investing.com/news/forex-news/forex--dollar-steadies-at-fourmonths-high-treasury-yield-tops-3-1440181
255,"May 09, 2018",Investing.com,Forex - Nearly 1% Slump in USD/CAD Keeps Lid on Dollar Rally,https://investing.com/news/forex-news/forex--nearly-1-slump-in-usdcad-keeps-lid-on-dollar-rally-1439224
256,"May 09, 2018",Investing.com,Forex - Dollar Backs Off 2018 Highs as Rally Pauses,https://investing.com/news/forex-news/forex--dollar-backs-off-2018-highs-as-rally-pauses-1438330
257,"May 09, 2018",Investing.com,Forex - Dollar Hits 4-Month Highs after Iran Nuclear Deal Exit,https://investing.com/news/forex-news/forex--dollar-hits-4month-highs-after-iran-nuclear-deal-exit-1437946
258,"May 08, 2018",Investing.com,Forex - Dollar Continues to Ride EUR/USD Slump to Fresh 2018 Highs,https://investing.com/news/forex-news/forex--dollar-continues-to-ride-eurusd-slump-to-fresh-2018-highs-1436740
259,"May 08, 2018",Investing.com,Forex - Dollar Extends Rally amid Heightened Geopolitical Risk,https://investing.com/news/forex-news/forex--dollar-extends-rally-amid-heightened-geopolitical-risk-1436386
260,"May 08, 2018",Investing.com,"Forex - Dollar Rises to Fresh 2018 Highs, Commodity Currencies Hit",https://investing.com/news/forex-news/forex--dollar-rises-to-fresh-2018-highs-commodity-currencies-hit-1435525
261,"May 08, 2018",Investing.com,"Forex - Dollar Steady near 4-Month Highs, Euro Struggles",https://investing.com/news/forex-news/forex--dollar-steady-near-4month-highs-euro-struggles-1435424
262,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
266,"May 08, 2018",Investing.com,Forex - Dollar Stays at 4-month High; Aussie Down on Bearish Retail Sales Data,https://investing.com/news/forex-news/forex--dollar-stays-at-4month-high-aussie-down-on-bullish-retail-sales-data-1435309
267,"May 07, 2018",Investing.com,Forex - EUR/USD Weakness Limits Dollar's Retreat From Highs,https://investing.com/news/forex-news/forex--eurusd-weakness-limits-dollars-retreat-from-highs-1434476
268,"May 07, 2018",Investing.com,Top 5 Things To Know In The Market On Monday,https://investing.com/news/economy-news/top-5-things-to-know-in-the-market-on-monday-1433486
269,"May 07, 2018",Investing.com,Forex - Dollar Holds Near 4-Month High in 4th Week of Gains,https://investing.com/news/forex-news/forex--dollar-holds-near-4month-high-in-4th-week-of-gains-1433461
270,"May 06, 2018",Investing.com,Forex – Dollar Steady at 4-month High; Aussie Up On Business Confidence,https://investing.com/news/forex-news/forex--dollar-steady-at-4month-high-aussie-up-on-business-confidence-1433275
271,"May 04, 2018",Investing.com,Forex - Dollar Eases From 2018 Highs as Wage Growth Woes 'Puzzle' Traders,https://investing.com/news/forex-news/forex--dollar-eases-from-2018-highs-as-wage-growth-woes-puzzle-traders-1432035
272,"May 04, 2018",Investing.com,Forex - Dollar Hits Fresh 4-Month High After Mixed Jobs Report,https://investing.com/news/forex-news/forex--dollar-hits-fresh-4month-high-after-mixed-jobs-report-1431835
273,"May 03, 2018",Investing.com,Forex – Dollar Slides After 4-month High; Aussie Firmer On RBA’s Optimism,https://investing.com/news/forex-news/forex--dollar-slides-after-4month-high-aussie-firmer-on-rbas-optimism-1430856
274,"May 03, 2018",Investing.com,Forex - Dollar Retreats From 2018 Highs as US Services Activity Falls Short,https://investing.com/news/forex-news/forex--dollar-retreats-from-2018-highs-as-services-activity-falls-short-1429999
275,"May 03, 2018",Investing.com,Forex – Dollar Pares Losses After Mostly Upbeat Economic Data,https://investing.com/news/forex-news/forex--dollar-pares-losses-after-mostly-upbeat-economic-data-1429764
276,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
280,"May 03, 2018",Investing.com,"Forex - Dollar Falls to Day’s Lows, Euro Muted after Inflation Data",https://investing.com/news/forex-news/forex--dollar-falls-to-days-lows-euro-muted-after-inflation-data-1428616
281,"May 03, 2018",Investing.com,Forex - Dollar Pulls Back From 4-Month Highs after Fed,https://investing.com/news/forex-news/forex--dollar-pulls-back-from-4mongh-highs-after-fed-1428390
282,"May 02, 2018",Investing.com,Forex – Dollar Drops After 4-month High; Fed Keeps Rates Unchanged,https://investing.com/news/forex-news/forex--dollar-drops-after-4month-high-fed-keeps-rates-unchanged-1428227
283,"May 02, 2018",Investing.com,Forex - Dollar Steadies on Strong ADP Report; FOMC Rate Decision Eyed,https://investing.com/news/forex-news/forex--dollar-steadies-on-strong-adp-report-fomc-eyed-1427196
284,"May 02, 2018",Investing.com,Forex - Dollar Hits Highest Since December before Fed Decision,https://investing.com/news/forex-news/forex--dollar-hits-highest-since-december-before-fed-decision-1426721
285,"May 02, 2018",Investing.com,Forex - Dollar Hovering Near 4-Month Highs before Fed Decision,https://investing.com/news/forex-news/forex--dollar-hovering-near-4month-highs-before-fed-decision-1425782
286,"May 02, 2018",Investing.com,Forex - Dollar Eases From 4-Month Highs Ahead of Fed,https://investing.com/news/forex-news/forex--dollar-eases-from-4month-highs-ahead-of-fed-1425623
287,"May 02, 2018",Investing.com,Forex - Dollar Retreats Ahead of Fed Meeting; U.S. Officials to Start Trade Talk,https://investing.com/news/forex-news/forex--dollar-retreats-ahead-of-fed-meeting-us-officials-to-start-trade-talk-1425520
288,"May 01, 2018",Investing.com,GBP/USD Slump Lifts Dollar to Four-Month Highs,https://investing.com/news/forex-news/gbpusd-slump-helps-dollar-rise-to-fourmonth-highs-1424469
289,"nesday, July 4, 2018 | 06:00AM EDT ","nesday, July 4, 2018 | 06:00AM EDT ",Know Smallcap Multibaggers for July-Sep ‘18 Quarter,https://investing.com/education/webinars/know-smallcap-multibaggers-for-july-sep-‘18-quarter-12287
293,"May 01, 2018",Investing.com,"Forex - Dollar Hits 2018 Highs as Fed Meeting Eyed, Euro Hits $1.19",https://investing.com/news/forex-news/forex--dollar-hits-2018-highs-as-fed-meeting-eyed-euro-hits-119-1424035
294,"May 01, 2018",Investing.com,Top 5 Things to Know in the Market on Tuesday,https://investing.com/news/economy-news/top-5-things-to-know-in-the-market-on-tuesday-1423208
295,"May 01, 2018",Investing.com,"Forex - Sterling Hits 4-Month Lows, Dollar Extends Gains ",https://investing.com/news/forex-news/forex--sterling-hits-4month-lows-dollar-extends-gains-1423181
296,"May 01, 2018",Investing.com,Forex - Dollar Trading Near 4-Month Highs Ahead of Fed Meeting,https://investing.com/news/forex-news/forex--dollar-trading-near-4month-highs-ahead-of-fed-meeting-1423106
297,"Apr 30, 2018",Investing.com,Forex - Dollar Set for Biggest Monthly Gain in More Than a Year,https://investing.com/news/forex-news/forex--dollar-set-for-biggest-monthly-gain-in-more-than-a-year-1422078
298,"Apr 30, 2018",Investing.com,Forex - Dollar Closes Back in on 3-1/2 Month Highs ,https://investing.com/news/forex-news/forex--dollar-closes-back-in-on-312-month-highs-1421086
